FID,straatnaam,huisnummer,huisletter,toevoeging,woonplaats,postcode,geom
inspireadressen.6358,Waalhaven,1,I,,Nijmegen,6541AG,POINT (187016.12212310368 429268.93076494447)
inspireadressen.6359,Waalhaven,1,G,,Nijmegen,6541AG,POINT (187039.92166414345 429256.0410760703)
inspireadressen.6360,Rosandepolder,24,,,Oosterbeek,6862VR,POINT (187858.0828326865 443025.32184868265)
inspireadressen.6361,Steegse Haven,8,,,Rheden,6991GZ,POINT (200308.80144827292 447465.4271646758)
inspireadressen.6362,Oostkanaaldijk,309,,,Nijmegen,6541CE,POINT (184619.1041108869 428676.8690940939)
inspireadressen.6363,Oostkanaaldijk,315,,,Nijmegen,6541CE,POINT (184701.8275 428841.50149999995)
inspireadressen.6364,'t Meertje,1,,,Nijmegen,6522KR,POINT (188537.92948477436 429043.70752629684)
inspireadressen.6365,'t Meertje,2,,,Nijmegen,6522KR,POINT (188546.45597326788 429021.1367088871)
inspireadressen.6366,'t Meertje,3,,,Nijmegen,6522KR,POINT (188555.12164961544 428998.38917265064)
inspireadressen.6367,'t Meertje,4,,,Nijmegen,6522KR,POINT (188562.96959949436 428978.8899587065)
inspireadressen.6368,'t Meertje,5,,,Nijmegen,6522KR,POINT (188568.99477389152 428962.32317297434)
inspireadressen.6369,Ooyse Sluispad,7,,,Nijmegen,6522KW,POINT (188714.586096524 428972.68328772095)
inspireadressen.6370,Oostkanaaldijk,317,,,Nijmegen,6541CE,POINT (184690.05650000004 428818.0025)
inspireadressen.6371,'t Meertje,6,,,Nijmegen,6522KR,POINT (188576.18673155466 428944.7214092365)
inspireadressen.6372,'t Meertje,7,,,Nijmegen,6522KR,POINT (188586.13011440096 428923.6722276416)
inspireadressen.6373,Waalhaven,1,E,,Nijmegen,6541AG,POINT (186888.68000000002 429277.844)
inspireadressen.6374,'t Meertje,9,,,Nijmegen,6522KR,POINT (188601.50934569782 428901.62875337526)
inspireadressen.6375,'t Meertje,10,,,Nijmegen,6522KR,POINT (188619.93068238592 428883.0852858346)
inspireadressen.6376,'t Meertje,11,,,Nijmegen,6522KR,POINT (188640.30908972147 428864.3112221786)
inspireadressen.6377,Rosandepolder,20,,,Oosterbeek,6862VR,POINT (187822.30773991725 443112.4285641546)
inspireadressen.6378,Rosandepolder,21,,,Oosterbeek,6862VR,POINT (187829.98361977408 443095.59916605445)
inspireadressen.6379,Rosandepolder,22,,,Oosterbeek,6862VR,POINT (187836.92032688443 443077.57421409443)
inspireadressen.6380,Rosandepolder,23,,,Oosterbeek,6862VR,POINT (187846.69816249344 443053.29872960615)
inspireadressen.6381,Rosandepolder,25,,,Oosterbeek,6862VR,POINT (187871.629245632 442996.53852189647)
inspireadressen.6382,Steegse Haven,2,,,Rheden,6991GZ,POINT (200458.82550000004 447550.356)
inspireadressen.6383,Rosandepolder,26,,,Oosterbeek,6862VR,POINT (187889.59792339275 442965.6622401898)
inspireadressen.6384,Steegse Haven,5,,,Rheden,6991GZ,POINT (200364.91989799938 447505.3641607804)
inspireadressen.6385,Ooyse Sluispad,1,,,Nijmegen,6522KW,POINT (188815.10158443803 428977.6590921627)
inspireadressen.6386,Ooyse Sluispad,3,,,Nijmegen,6522KW,POINT (188788.98024751342 428991.81032867765)
inspireadressen.6387,Ooyse Sluispad,5,,,Nijmegen,6522KW,POINT (188751.33819553436 428981.2156522143)
inspireadressen.6388,Oostkanaaldijk,319,,,Nijmegen,6541CE,POINT (184630.86116429183 428700.1932036634)
inspireadressen.6389,Oostkanaaldijk,321,,,Nijmegen,6541CE,POINT (184713.96850000005 428865.7405000001)
inspireadressen.6390,Oostkanaaldijk,323,,,Nijmegen,6541CE,POINT (184726.6165 428891.20749999996)
inspireadressen.6391,Lindenberghaven,1,A,,Nijmegen,6511XT,POINT (188247.9615 429079.42900000006)
inspireadressen.6392,Waalkade,100,,,Nijmegen,6511XR,POINT (188121.82363486738 429117.3222118861)
inspireadressen.6393,Waalkade,102,,,Nijmegen,6511XR,POINT (188155.34236380315 429110.37986354023)
inspireadressen.6394,Oostkanaaldijk,313,,,Nijmegen,6541CE,POINT (184671.26810657483 428780.56288745743)
inspireadressen.6395,Oostkanaaldijk,311,,,Nijmegen,6541CE,POINT (184680.9356962544 428799.8707818964)
inspireadressen.6396,Oostkanaaldijk,325,,,Nijmegen,6541CE,POINT (184738.21271749662 428914.61242799653)
inspireadressen.6397,Lindenberghaven,1,D,,Nijmegen,6511XT,POINT (188352.0777221162 429093.4415059863)
inspireadressen.6398,Rosandepolder,17,,,Oosterbeek,6862VR,POINT (187832.68389369533 443171.99018422747)
inspireadressen.6399,Rosandepolder,16,,,Oosterbeek,6862VR,POINT (187860.38194859578 443150.1826760324)
inspireadressen.6400,Rosandepolder,18,,,Oosterbeek,6862VR,POINT (187826.63451276787 443151.0500564307)
inspireadressen.6401,Rosandepolder,19,,,Oosterbeek,6862VR,POINT (187817.67433611472 443133.024208466)
inspireadressen.6402,Rosandepolder,27,,,Oosterbeek,6862VR,POINT (187917.83236683518 442962.0345971508)
inspireadressen.6403,Rosandepolder,28,,,Oosterbeek,6862VR,POINT (187953.6084278814 442967.639456519)
inspireadressen.6404,Rosandepolder,29,,,Oosterbeek,6862VR,POINT (187980.29911806402 442978.59988702787)
inspireadressen.6405,Rosandepolder,30,,,Oosterbeek,6862VR,POINT (187991.6658650626 443002.16665005416)
inspireadressen.6406,Rosandepolder,31,,,Oosterbeek,6862VR,POINT (187999.42548981492 443019.5150246647)
inspireadressen.6407,Rosandepolder,32,,,Oosterbeek,6862VR,POINT (188007.2711922732 443038.6281539217)
inspireadressen.6408,Rosandepolder,33,,,Oosterbeek,6862VR,POINT (188023.05672768218 443055.36488610687)
inspireadressen.6409,Rosandepolder,34,,,Oosterbeek,6862VR,POINT (188038.31588296607 443076.9994239978)
inspireadressen.6410,Rosandepolder,35,,,Oosterbeek,6862VR,POINT (188052.6064493485 443099.90283975715)
inspireadressen.6411,Rosandepolder,36,,,Oosterbeek,6862VR,POINT (188060.6856852025 443124.33898019226)
inspireadressen.6412,Rosandepolder,37,,,Oosterbeek,6862VR,POINT (188060.24872237188 443148.7574510805)
inspireadressen.6413,Fonteinallee,2,,WB2,Heveadorp,6869VT,POINT (184529.6350104237 442770.0470402925)
inspireadressen.6414,Fonteinallee,2,,WB1,Heveadorp,6869VT,POINT (184556.41112509576 442756.7942283525)
inspireadressen.6415,Fonteinallee,2,,WB3,Heveadorp,6869VT,POINT (184503.73722184746 442724.38083491445)
inspireadressen.6416,Veerweg,4,,,Oosterbeek,6862VW,POINT (184634.5127854666 442787.58003706246)
inspireadressen.6417,Veerweg,1,,WB,Renkum,6871AV,POINT (178749.42960017832 442361.4289973096)
inspireadressen.6418,Veerweg,1,A,WB,Renkum,6871AV,POINT (178774.03976297384 442370.4104850699)
inspireadressen.6419,Oversteeg,18,,,De Steeg,6994AT,POINT (201367.77550000005 447822.77150000003)
inspireadressen.6420,Oversteeg,20,,,De Steeg,6994AT,POINT (201404.6531784116 447803.0024761682)
inspireadressen.6421,Steegse Haven,7,,,Rheden,6991GZ,POINT (200328.65304692226 447479.92783102475)
inspireadressen.6422,Steegse Haven,3,,,Rheden,6991GZ,POINT (200433.44582749665 447536.9444936673)
inspireadressen.6423,Steegse Haven,4,,,Rheden,6991GZ,POINT (200399.967784102 447522.4461219606)
inspireadressen.6424,Steegse Haven,6,,,Rheden,6991GZ,POINT (200343.81500000003 447492.22900000005)
inspireadressen.6425,Steegse Haven,9,,,Rheden,6991GZ,POINT (200284.8474395453 447447.46465488494)
inspireadressen.6426,Steegse Haven,10,,,Rheden,6991GZ,POINT (200263.1885 447429.741)
inspireadressen.6427,Steegse Haven,11,,,Rheden,6991GZ,POINT (200239.1765 447405.0825)
inspireadressen.6428,Steegse Haven,12,,,Rheden,6991GZ,POINT (200217.89159086655 447382.2713934189)
inspireadressen.6429,Steegse Haven,14,,,Rheden,6991GZ,POINT (200202.1141142312 447358.8670525227)
inspireadressen.6430,Steegse Haven,15,,,Rheden,6991GZ,POINT (200186.92001460356 447341.17516975367)
inspireadressen.6431,Steegse Haven,16,,,Rheden,6991GZ,POINT (200174.456 447323.52249999996)
inspireadressen.6432,Haven,2,,,Tiel,4001LZ,POINT (158690.16200000004 433264.6595)
inspireadressen.6433,Haven,6,,,Tiel,4001LZ,POINT (158740.499800258 433231.6217765388)
inspireadressen.6434,Haven,4,,,Tiel,4001LZ,POINT (158815.8561849381 433304.9892006613)
inspireadressen.6435,Haven,8,,,Tiel,4001LZ,POINT (158826.06999999998 433321.75849999994)
inspireadressen.6436,Haven,10,,,Tiel,4001LZ,POINT (158846.90999999997 433328.28)
inspireadressen.6437,Haven,12,,,Tiel,4001LZ,POINT (158871.10188430548 433333.22103122354)
inspireadressen.6438,Haven,14,,,Tiel,4001LZ,POINT (158897.17799999999 433343.27700000006)
inspireadressen.6439,Haven,16,,,Tiel,4001LZ,POINT (158912.496 433366.07700000005)
inspireadressen.6440,Haven,18,,,Tiel,4001LZ,POINT (158979.36201733493 433347.7716367594)
inspireadressen.6441,Haven,20,a,,Tiel,4001LZ,POINT (158972.39625597117 433319.2502704412)
inspireadressen.6442,Haven,22,,,Tiel,4001LZ,POINT (158978.25701649982 433291.55936417833)
inspireadressen.6443,Haven,24,,,Tiel,4001LZ,POINT (158959.46486437402 433267.76526383986)
inspireadressen.6444,Haven,26,,,Tiel,4001LZ,POINT (158945.533 433225.8175)
inspireadressen.6445,Haven,28,,,Tiel,4001LZ,POINT (158932.39815154506 433187.55274884903)
inspireadressen.6446,Vlietberg,29,,,Ooij,6576JB,POINT (189450.28849449442 430414.87919161655)
inspireadressen.6447,Maasdijk,1,c,,Aalst,5308JA,POINT (137969.83026932055 420456.2464515959)
inspireadressen.6448,Vlietberg,31,,,Ooij,6576JB,POINT (189470.40965266962 430442.6785285144)
inspireadressen.6449,Waalkade,47,,,Zaltbommel,5301CH,POINT (145536.0332452094 425295.6011421951)
inspireadressen.6450,Vlietberg,33,,,Ooij,6576JB,POINT (189487.95980371026 430470.5170903271)
inspireadressen.6451,Vlietberg,35,,,Ooij,6576JB,POINT (189508.02037215084 430495.53827161447)
inspireadressen.6452,Vlietberg,37,,,Ooij,6576JB,POINT (189523.51665589935 430519.3336242712)
inspireadressen.6453,Vlietberg,39,,,Ooij,6576JB,POINT (189544.4573861007 430545.3541495041)
inspireadressen.6454,Vlietberg,41,,,Ooij,6576JB,POINT (189551.74969982993 430575.3821057018)
inspireadressen.6455,Vlietberg,43,,,Ooij,6576JB,POINT (189579.76678271196 430614.22925029544)
inspireadressen.6456,Veerweg,2,,,Nederhemert,5317KV,POINT (139049.46443638005 418673.98815498943)
inspireadressen.6457,Vlietberg,47,,,Ooij,6576JB,POINT (189615.67449398505 430649.79031390336)
inspireadressen.6458,Vlietberg,49,,,Ooij,6576JB,POINT (189644.45180500188 430661.9743822343)
inspireadressen.6459,Maasdijk,1,b,,Nederhemert,5317KP,POINT (139987.26913927047 419271.50473688636)
inspireadressen.6460,Blaauwe Kamer,17,,,Wageningen,6702PA,POINT (170684.89969360383 439394.83923933795)
inspireadressen.6461,Maasbandijk,3,,,Niftrik,6606KB,POINT (175761.631860795 423292.4593424274)
inspireadressen.6462,van Cittersweg,2,,,Niftrik,6606KJ,POINT (176500.3096035651 422511.934196136)
inspireadressen.6463,Houthaven,1,,,Zutphen,7202AK,POINT (209756.1170100925 462546.99716148025)
inspireadressen.6464,Houthaven,5,,,Zutphen,7202AK,POINT (209744.93651983945 462656.3030572701)
inspireadressen.6465,Loonse Waard,40,,,Niftrik,6606KG,POINT (176680.52053325617 422747.616328093)
inspireadressen.6466,Maasdijk,1,b,,Aalst,5308JA,POINT (137923.85058381862 420459.760254681)
inspireadressen.6467,Maasdijk,1,a,,Nederhemert,5317KP,POINT (140057.94279774147 419278.232)
inspireadressen.6468,Veerweg,1,,,Nederhemert,5317KV,POINT (139112.68156576704 418704.2188624226)
inspireadressen.6469,Veerweg,4,,,Nederhemert,5317KV,POINT (138983.75321575973 418621.4942157841)
inspireadressen.6470,Maasdijk,1,c,,Nederhemert,5317KP,POINT (139848.6352686592 419205.6857775077)
inspireadressen.6471,Maasdijk,1,d,,Nederhemert,5317KP,POINT (139824.57824772163 419199.47320188145)
inspireadressen.6472,Veerweg,1,a,,Nederhemert,5317KV,POINT (139082.46423667105 418691.3359588936)
inspireadressen.6473,Veerweg,3,,,Nederhemert,5317KV,POINT (139014.61377531628 418640.82035018376)
inspireadressen.6474,Maasdijk,1,a,,Poederoijen,5307HM,POINT (134417.68578358134 422100.4821725412)
inspireadressen.6475,Maasdijk,1,e,,Aalst,5308JA,POINT (137871.57119075957 420499.2737148524)
inspireadressen.6476,Havendijk,4,,,Zaltbommel,5301HG,POINT (145060.01709391555 425008.3337352984)
inspireadressen.6477,Havendijk,2,,,Zaltbommel,5301HG,POINT (145015.1839296005 424946.06881963444)
inspireadressen.6478,Houthaven,2,,,Zutphen,7202AK,POINT (209753.40173409105 462574.39454792684)
inspireadressen.6479,Houthaven,3,,,Zutphen,7202AK,POINT (209750.5516226573 462601.9075728998)
inspireadressen.6480,Houthaven,4,,,Zutphen,7202AK,POINT (209747.64004153293 462628.9427579762)
inspireadressen.6481,Houthaven,6,,,Zutphen,7202AK,POINT (209765.02840865424 462548.1301783106)
inspireadressen.6482,Houthaven,7,,,Zutphen,7202AK,POINT (209762.02546339785 462575.41168827104)
inspireadressen.6483,Houthaven,8,,,Zutphen,7202AK,POINT (209759.13611616503 462602.4692686591)
inspireadressen.6484,Houthaven,9,,,Zutphen,7202AK,POINT (209756.4672202749 462629.7882157339)
inspireadressen.6485,Houthaven,10,,,Zutphen,7202AK,POINT (209753.41034497743 462657.19589904847)
inspireadressen.6486,Houthaven,11,,,Zutphen,7202AK,POINT (209771.00390867353 462548.9227726765)
inspireadressen.6487,Houthaven,12,,,Zutphen,7202AK,POINT (209790.82061283305 462551.341992931)
inspireadressen.6488,Houthaven,13,,,Zutphen,7202AK,POINT (209797.7634293451 462551.6770679468)
inspireadressen.6489,Houthaven,14,,,Zutphen,7202AK,POINT (209796.44424996353 462579.21807995246)
inspireadressen.6490,Houthaven,15,,,Zutphen,7202AK,POINT (209795.04894822006 462606.6488673139)
inspireadressen.6491,Houthaven,16,,,Zutphen,7202AK,POINT (209793.9297387576 462634.3659936185)
inspireadressen.6492,Houthaven,17,,,Zutphen,7202AK,POINT (209792.6940786159 462661.5750459285)
inspireadressen.6493,Vispoorthaven,3,,,Zutphen,7201GW,POINT (210079.61806056232 461337.5281138505)
inspireadressen.6494,Marsweg,125,,,Zutphen,7202AT,POINT (209904.55114905006 463391.1779121374)
inspireadressen.6495,Ankerplaats,2,,,Dronten,8251SL,POINT (175493.45193193192 503538.10171329277)
inspireadressen.6496,Ankerplaats,3,,,Dronten,8251SL,POINT (175487.356082464 503564.47078671557)
inspireadressen.6497,Ankerplaats,9,,,Dronten,8251SL,POINT (175449.3625 503728.8190000001)
inspireadressen.6498,Ankerplaats,4,,,Dronten,8251SL,POINT (175481.2861446326 503590.7267948321)
inspireadressen.6499,Ankerplaats,1,,,Dronten,8251SL,POINT (175499.78263196853 503509.12894041947)
inspireadressen.6500,Ankerplaats,8,,,Dronten,8251SL,POINT (175454.436 503706.872)
inspireadressen.6501,Ankerplaats,6,,,Dronten,8251SL,POINT (175467.40794522996 503650.76071207126)
inspireadressen.6502,Ankerplaats,7,,,Dronten,8251SL,POINT (175460.40149999998 503681.06749999995)
inspireadressen.6503,Ankerplaats,10,,,Dronten,8251SL,POINT (175444.4335 503750.13950000005)
inspireadressen.6504,Ankerplaats,5,,,Dronten,8251SL,POINT (175474.69935492432 503619.22070465377)
inspireadressen.6505,Educalaan,25,B,,Dronten,8251GC,POINT (176566.9701192079 504321.6428904249)
inspireadressen.6506,Bremerbergdijk,33,,,Biddinghuizen,8256RD,POINT (179568.50980991736 491973.38679111766)
inspireadressen.6507,Handelsweg-zuid,2,A,,Dronten,8251JT,POINT (177500.35415604606 504856.77737568435)
inspireadressen.6508,de Horn,1,,ws,Baambrugge,1396HT,POINT (126797.52567962659 474899.4885050676)
inspireadressen.6509,de Horn,2,,ws,Baambrugge,1396HT,POINT (126800.65017710655 474884.8440061538)
inspireadressen.6510,de Horn,3,,ws,Baambrugge,1396HT,POINT (126807.43893337878 474873.3822822397)
inspireadressen.6511,de Horn,4,,ws,Baambrugge,1396HT,POINT (126803.796 474856.8885)
inspireadressen.6512,de Horn,5,,ws,Baambrugge,1396HT,POINT (126816.70280910663 474862.03471708554)
inspireadressen.6513,de Horn,6,,ws,Baambrugge,1396HT,POINT (126807.46216242333 474850.3679975123)
inspireadressen.6514,de Horn,7,,ws,Baambrugge,1396HT,POINT (126821.21075077375 474853.99266571144)
inspireadressen.6515,de Horn,8,,ws,Baambrugge,1396HT,POINT (126809.96200000001 474841.36900000006)
inspireadressen.6516,de Horn,9,,ws,Baambrugge,1396HT,POINT (126825.71442428506 474846.13683968975)
inspireadressen.6517,de Horn,10,,ws,Baambrugge,1396HT,POINT (126810.62307763229 474830.791455208)
inspireadressen.6518,de Horn,11,,ws,Baambrugge,1396HT,POINT (126827.06540817574 474836.21505691507)
inspireadressen.6519,de Horn,12,,ws,Baambrugge,1396HT,POINT (126828.43553990785 474823.4823843043)
inspireadressen.6520,de Horn,13,,ws,Baambrugge,1396HT,POINT (126830.85417212099 474813.3464339713)
inspireadressen.6521,de Horn,14,,ws,Baambrugge,1396HT,POINT (126838.49333620041 474801.5081166959)
inspireadressen.6522,de Horn,15,,ws,Baambrugge,1396HT,POINT (126837.3970239632 474785.6495963302)
inspireadressen.6523,de Horn,16,,ws,Baambrugge,1396HT,POINT (126851.61668547177 474794.17817284656)
inspireadressen.6524,de Horn,17,,ws,Baambrugge,1396HT,POINT (126853.45727463826 474779.1161355255)
inspireadressen.6525,de Horn,18,,ws,Baambrugge,1396HT,POINT (126857.37400000001 474761.50149999995)
inspireadressen.6526,Kleine Koppel,1,,,Amersfoort,3812PG,POINT (154704.26622520864 463568.09664864757)
inspireadressen.6527,Kleine Koppel,17,,,Amersfoort,3812PG,POINT (154491.67605431913 463722.5622939085)
inspireadressen.6528,Kleine Koppel,5,,,Amersfoort,3812PG,POINT (154652.94261350503 463624.78688492446)
inspireadressen.6529,Kleine Koppel,3,,,Amersfoort,3812PG,POINT (154677.88443837845 463599.5643119247)
inspireadressen.6530,Kleine Koppel,7,,,Amersfoort,3812PG,POINT (154627.0344505112 463645.37449554744)
inspireadressen.6531,Kleine Koppel,9,,,Amersfoort,3812PG,POINT (154602.98427748846 463662.31597021257)
inspireadressen.6532,Kleine Koppel,11,,,Amersfoort,3812PG,POINT (154569.14230925462 463686.008672373)
inspireadressen.6533,Kleine Koppel,13,,,Amersfoort,3812PG,POINT (154542.6513299271 463700.8713436955)
inspireadressen.6534,Kleine Koppel,15,,,Amersfoort,3812PG,POINT (154519.26296844723 463710.586021817)
inspireadressen.6535,Havenweg,19,A,,Amersfoort,3812PR,POINT (153896.93972858216 464372.0747263512)
inspireadressen.6536,Scheendijk,16,,39,Breukelen,3621VC,POINT (130098.04563936398 465880.1366265818)
inspireadressen.6537,Havenweg,19,B,,Amersfoort,3812PR,POINT (153876.57054289206 464391.0515911081)
inspireadressen.6538,Havenweg,19,C,,Amersfoort,3812PR,POINT (153857.92901364958 464407.8795139311)
inspireadressen.6539,Havenweg,19,D,,Amersfoort,3812PR,POINT (153838.4253906703 464423.31956843217)
inspireadressen.6540,Havenweg,19,E,,Amersfoort,3812PR,POINT (153818.50464276527 464438.9412272832)
inspireadressen.6541,Havenweg,19,F,,Amersfoort,3812PR,POINT (153796.73080859025 464455.28993326623)
inspireadressen.6542,Havenweg,19,G,,Amersfoort,3812PR,POINT (153770.96098031642 464471.4795491149)
inspireadressen.6543,Scheendijk,11,,59,Breukelen,3621VC,POINT (130236.70039867345 465631.572542337)
inspireadressen.6544,Havenweg,19,H,,Amersfoort,3812PR,POINT (153740.49622969524 464488.80820656766)
inspireadressen.6545,Havenweg,19,J,,Amersfoort,3812PR,POINT (153706.51750929074 464509.104967478)
inspireadressen.6546,Havenweg,19,K,,Amersfoort,3812PR,POINT (153674.83081450578 464528.9156562527)
inspireadressen.6547,Bernard de Roijstraat,1,,,Amersfoort,3813TE,POINT (153751.08809704697 464515.80848274933)
inspireadressen.6548,Bernard de Roijstraat,3,,,Amersfoort,3813TE,POINT (153728.81915586186 464530.1718337837)
inspireadressen.6549,Bernard de Roijstraat,5,,,Amersfoort,3813TE,POINT (153703.26439647 464546.60579020396)
inspireadressen.6550,Bernard de Roijstraat,7,,,Amersfoort,3813TE,POINT (153672.6129895608 464566.8331206989)
inspireadressen.6551,Kleine Koppel,11,A,,Amersfoort,3812PG,POINT (154588.7390209166 463672.3342872061)
inspireadressen.6552,Zuidereind,2,A,,Baarn,3741LG,POINT (149820.58520995846 470299.83869548957)
inspireadressen.6553,Eemweg,72,A,,Baarn,3741LC,POINT (149447.42811938 469895.95061290055)
inspireadressen.6554,Eemweg,72,B,,Baarn,3741LC,POINT (149452.52088511342 469914.6917635052)
inspireadressen.6555,Eemweg,72,C,,Baarn,3741LC,POINT (149455.46655222145 469929.5181738882)
inspireadressen.6556,Eemweg,72,D,,Baarn,3741LC,POINT (149459.0544915329 469943.4513680816)
inspireadressen.6557,Eemweg,72,E,,Baarn,3741LC,POINT (149463.9763810148 469958.5192513308)
inspireadressen.6558,Eemweg,72,F,,Baarn,3741LC,POINT (149468.57981867998 469974.9570608672)
inspireadressen.6559,Eemweg,72,G,,Baarn,3741LC,POINT (149471.83184258465 469992.80902391026)
inspireadressen.6560,Eemweg,72,H,,Baarn,3741LC,POINT (149474.77896608776 470011.45568488626)
inspireadressen.6561,Eemweg,72,J,,Baarn,3741LC,POINT (149481.14226629032 470052.76084966195)
inspireadressen.6562,August Janssenweg,38,A,,Baarn,3742RX,POINT (149472.80258204718 469136.9031425332)
inspireadressen.6563,August Janssenweg,18,,,Baarn,3742RX,POINT (149464.15796003753 469012.2705880498)
